color1,color2,color1a,color2a,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,slider.response,slider.rt,participant,session,date,expName,psychopyVersion,frameRate,
rose,azure,rose.png,azure.png,0,0,0,139,1,26.489271064987406,x,001,2019_Mar_17_1054,color_mds,3.0.4,59.83523804476543,
