trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,correct,rt,Face,participant,threshold,date,expName,psychopyVersion,frameRate,
10,0,20,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
10,1,21,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
11,0,22,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
11,1,23,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
12,0,24,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
12,1,25,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
13,0,26,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
13,1,27,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
14,0,28,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
14,1,29,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
15,0,30,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
15,1,31,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
16,0,32,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
16,1,33,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
17,0,34,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
17,1,35,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
18,0,36,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
18,1,37,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
19,0,38,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
19,1,39,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
20,0,40,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
20,1,41,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
21,0,42,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
21,1,43,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
22,0,44,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
22,1,45,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
23,0,46,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
23,1,47,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
24,0,48,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
24,1,49,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
25,0,50,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
25,1,51,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
26,0,52,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
26,1,53,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
27,0,54,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
27,1,55,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
28,0,56,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
28,1,57,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
29,0,58,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
29,1,59,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
30,0,60,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
30,1,61,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
31,0,62,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
31,1,63,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
32,0,64,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
32,1,65,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
33,0,66,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
33,1,67,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
34,0,68,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
34,1,69,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
35,0,70,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
35,1,71,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
36,0,72,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
36,1,73,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
37,0,74,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
37,1,75,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
38,0,76,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
38,1,77,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
39,0,78,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
39,1,79,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
40,0,80,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
40,1,81,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
41,0,82,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
41,1,83,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
42,0,84,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
42,1,85,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
43,0,86,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
43,1,87,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
44,0,88,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
44,1,89,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
45,0,90,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
45,1,91,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
46,0,92,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
46,1,93,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
47,0,94,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
47,1,95,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
48,0,96,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
48,1,97,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
49,0,98,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
49,1,99,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
50,0,100,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
50,1,101,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
51,0,102,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
51,1,103,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
52,0,104,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
52,1,105,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
53,0,106,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
53,1,107,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
54,0,108,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
54,1,109,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
55,0,110,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
55,1,111,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
56,0,112,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
56,1,113,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
57,0,114,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
57,1,115,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
58,0,116,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
58,1,117,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
59,0,118,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
59,1,119,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
60,0,120,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
60,1,121,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
61,0,122,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
61,1,123,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
62,0,124,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
62,1,125,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
63,0,126,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
63,1,127,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
64,0,128,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
64,1,129,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
65,0,130,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
65,1,131,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
66,0,132,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
66,1,133,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
67,0,134,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
67,1,135,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
68,0,136,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
68,1,137,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
69,0,138,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
69,1,139,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
70,0,140,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
70,1,141,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
71,0,142,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
71,1,143,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
72,0,144,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
72,1,145,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
73,0,146,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
73,1,147,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
74,0,148,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
74,1,149,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
75,0,150,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
75,1,151,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
76,0,152,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
76,1,153,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
77,0,154,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
77,1,155,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
78,0,156,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
78,1,157,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
79,0,158,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
79,1,159,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
80,0,160,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
80,1,161,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
81,0,162,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
81,1,163,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
82,0,164,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
82,1,165,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
83,0,166,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
83,1,167,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
84,0,168,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
84,1,169,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
85,0,170,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
85,1,171,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
86,0,172,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
86,1,173,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
87,0,174,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
87,1,175,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
88,0,176,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
88,1,177,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
89,0,178,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
89,1,179,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
90,0,180,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
90,1,181,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
91,0,182,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
91,1,183,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
92,0,184,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
92,1,185,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
93,0,186,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
93,1,187,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
94,0,188,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
94,1,189,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
95,0,190,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
95,1,191,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
96,0,192,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
96,1,193,1,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
97,0,194,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
97,1,195,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
98,0,196,0,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
98,1,197,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
99,0,198,1,0,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
99,1,199,0,1,0,Schematic,ideal,0.000685,2019_Mar_17_1118,Face-ClassificationImage,3.0.4,59.824359271101514,
