trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,correct,rt,Face,participant,threshold,date,expName,psychopyVersion,frameRate,
2483,0,4966,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2483,1,4967,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2484,0,4968,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2484,1,4969,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2485,0,4970,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2485,1,4971,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2486,0,4972,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2486,1,4973,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2487,0,4974,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2487,1,4975,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2488,0,4976,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2488,1,4977,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2489,0,4978,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2489,1,4979,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2490,0,4980,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2490,1,4981,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2491,0,4982,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2491,1,4983,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2492,0,4984,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2492,1,4985,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2493,0,4986,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2493,1,4987,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2494,0,4988,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2494,1,4989,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2495,0,4990,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2495,1,4991,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2496,0,4992,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2496,1,4993,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2497,0,4994,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2497,1,4995,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2498,0,4996,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2498,1,4997,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2499,0,4998,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2499,1,4999,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2500,0,5000,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2500,1,5001,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2501,0,5002,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2501,1,5003,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2502,0,5004,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2502,1,5005,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2503,0,5006,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2503,1,5007,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2504,0,5008,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2504,1,5009,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2505,0,5010,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2505,1,5011,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2506,0,5012,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2506,1,5013,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2507,0,5014,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2507,1,5015,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2508,0,5016,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2508,1,5017,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2509,0,5018,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2509,1,5019,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2510,0,5020,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2510,1,5021,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2511,0,5022,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2511,1,5023,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2512,0,5024,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2512,1,5025,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2513,0,5026,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2513,1,5027,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2514,0,5028,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2514,1,5029,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2515,0,5030,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2515,1,5031,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2516,0,5032,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2516,1,5033,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2517,0,5034,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2517,1,5035,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2518,0,5036,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2518,1,5037,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2519,0,5038,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2519,1,5039,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2520,0,5040,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2520,1,5041,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2521,0,5042,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2521,1,5043,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2522,0,5044,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2522,1,5045,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2523,0,5046,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2523,1,5047,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2524,0,5048,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2524,1,5049,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2525,0,5050,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2525,1,5051,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2526,0,5052,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2526,1,5053,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2527,0,5054,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2527,1,5055,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2528,0,5056,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2528,1,5057,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2529,0,5058,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2529,1,5059,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2530,0,5060,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2530,1,5061,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2531,0,5062,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2531,1,5063,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2532,0,5064,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2532,1,5065,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2533,0,5066,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2533,1,5067,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2534,0,5068,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2534,1,5069,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2535,0,5070,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2535,1,5071,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2536,0,5072,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2536,1,5073,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2537,0,5074,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2537,1,5075,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2538,0,5076,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2538,1,5077,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2539,0,5078,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2539,1,5079,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2540,0,5080,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2540,1,5081,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2541,0,5082,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2541,1,5083,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2542,0,5084,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2542,1,5085,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2543,0,5086,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2543,1,5087,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2544,0,5088,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2544,1,5089,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2545,0,5090,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2545,1,5091,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2546,0,5092,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2546,1,5093,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2547,0,5094,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2547,1,5095,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2548,0,5096,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2548,1,5097,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2549,0,5098,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2549,1,5099,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2550,0,5100,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2550,1,5101,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2551,0,5102,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2551,1,5103,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2552,0,5104,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2552,1,5105,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2553,0,5106,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2553,1,5107,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2554,0,5108,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2554,1,5109,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2555,0,5110,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2555,1,5111,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2556,0,5112,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2556,1,5113,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2557,0,5114,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2557,1,5115,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2558,0,5116,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2558,1,5117,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2559,0,5118,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2559,1,5119,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2560,0,5120,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2560,1,5121,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2561,0,5122,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2561,1,5123,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2562,0,5124,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2562,1,5125,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2563,0,5126,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2563,1,5127,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2564,0,5128,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2564,1,5129,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2565,0,5130,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2565,1,5131,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2566,0,5132,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2566,1,5133,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2567,0,5134,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2567,1,5135,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2568,0,5136,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2568,1,5137,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2569,0,5138,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2569,1,5139,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2570,0,5140,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2570,1,5141,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2571,0,5142,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2571,1,5143,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2572,0,5144,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2572,1,5145,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2573,0,5146,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2573,1,5147,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2574,0,5148,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2574,1,5149,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2575,0,5150,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2575,1,5151,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2576,0,5152,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2576,1,5153,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2577,0,5154,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2577,1,5155,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2578,0,5156,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2578,1,5157,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2579,0,5158,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2579,1,5159,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2580,0,5160,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2580,1,5161,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2581,0,5162,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2581,1,5163,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2582,0,5164,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2582,1,5165,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2583,0,5166,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2583,1,5167,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2584,0,5168,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2584,1,5169,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2585,0,5170,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2585,1,5171,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2586,0,5172,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2586,1,5173,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2587,0,5174,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2587,1,5175,1,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2588,0,5176,0,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2588,1,5177,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2589,0,5178,1,1,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
2589,1,5179,0,0,0,Schematic,ideal,0.004,2019_Mar_17_1941,Face-ClassificationImage,3.0.4,60.254754934042296,
