.thisTrialN,.stepSize,.intensity,.response,key_resp_2.rt,Face,participant,date,expName,psychopyVersion,frameRate,
29,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
30,4,0.0080823070072647,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
31,4,0.03133555769489743,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
32,4,0.018126976183157673,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
33,4,0.0058775404192750735,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
34,4,0.027152810438072106,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
35,4,0.014969933967345306,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
36,4,0.004083595839170173,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
37,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
38,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
39,4,0.002322970327773677,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
40,4,0.019371533654347795,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
41,4,0.009072272143601123,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
42,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
43,4,0.01562141348760665,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
44,4,0.005990584194192794,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
45,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
46,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
47,4,0.0037758160325374046,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
48,4,0.018111396737537977,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
49,4,0.009204380079881336,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
50,4,0.0010441876291626406,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
51,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
52,4,0.006938314872355522,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
53,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
54,4,0.012078268182566576,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
55,4,0.004502859426133876,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
56,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
57,4,0.009647835210887135,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
58,4,0.0024957238260824854,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
59,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
60,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
61,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
62,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
63,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
64,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
65,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
66,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
67,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
68,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
69,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
70,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
71,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
72,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
73,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
74,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
75,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
76,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
77,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
78,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
79,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
80,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
81,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
82,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
83,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
84,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
85,4,0.004478377969799885,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
86,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
87,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
88,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
89,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
90,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
91,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
92,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
93,4,0.005080732114515596,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
94,4,0.00030489399459615596,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
95,4,0.007996203738727836,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
96,4,0.00338624079227251,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
97,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
98,4,0.006455595898385957,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
99,4,0.0019495983939061268,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
100,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
101,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
102,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
103,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
104,4,0.003746263205612277,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
105,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
106,4,0.006570120707590554,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
107,4,0.002386161452362201,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
108,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
109,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
110,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
111,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
112,4,0.004008512346550641,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
113,4,0.010385329406292665,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
114,4,0.006461951649575248,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
115,4,0.0025596410258011404,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
116,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
117,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
118,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
119,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
120,4,0.004045007390698185,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
121,4,0.009971694682476828,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
122,4,0.006331242341084564,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
123,4,0.002675674975557929,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
124,4,0.00851016693815182,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
125,4,0.004946438814103782,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
126,4,0.0015017240405070242,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
127,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
128,4,0.003901694752692697,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
129,4,0.0005099469866545192,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
130,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
131,4,0.0028910590379829237,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
132,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
133,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
134,4,0.0019120581021918603,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
135,4,0.0073226972162103166,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
136,4,0.01324104107262597,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
137,4,0.009696843301425784,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
138,4,0.006471832626264606,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
139,4,0.0032367971769777237,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
140,4,9.613859417390014e-05,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
141,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
142,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
143,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
144,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
145,4,0.00139497651677295,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
146,4,0.00642205143911434,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
147,4,0.003358374658581076,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
148,4,0.008234117891704862,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
149,4,0.005234982223393747,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
150,4,0.010416919487757914,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
151,4,0.007430153665925365,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
152,4,0.004486966501453082,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
153,4,0.001641114129734167,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
154,4,0.006387598759962254,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
155,4,0.011473043484571621,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
156,4,0.008478519096218495,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
157,4,0.005642521165742653,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
158,4,0.0027923977483625406,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
159,4,2.3189070366747e-05,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
160,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
161,4,0.001962624890752107,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
162,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
163,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
164,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
165,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
166,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
167,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
168,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
169,4,0.002203513916593125,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
170,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
171,4,0.003968735713726967,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
172,4,0.008141551521520629,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
173,4,0.005560791651605612,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
174,4,0.002967158645619472,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
175,4,0.0004490877190789777,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
176,4,0.004660054343106679,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
177,4,0.0022021851451392016,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
178,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
179,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
180,4,0.001454694743470042,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
181,4,0.005511383547048165,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
182,4,0.003029565910591281,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
183,4,0.0006207249223784683,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
184,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
185,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
186,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
187,4,0.003903749809984647,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
188,4,0.0015738661215048966,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
189,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
190,4,0.003177665669575891,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
191,4,0.006964255655392659,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
192,4,0.004627497447297679,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
193,4,0.008329743702464532,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
194,4,0.006029158050072647,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
195,4,0.003720563297099022,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
196,4,0.007387995379504464,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
197,4,0.005118249569619926,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
198,4,0.002834754146976981,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
199,4,0.006471722829556659,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
200,4,0.01032582985567787,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
201,4,0.008079521932285727,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
202,4,0.005875488277788443,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
203,4,0.003662901048803291,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
204,4,0.0015197575182268608,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
205,4,0.005092950955626618,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
206,4,0.008821945818004606,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
207,4,0.006677413931019838,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
208,4,0.004529530346890243,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
209,4,0.002454503011989184,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
210,4,0.0003505061926019071,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
211,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
212,4,0.0018111733754309078,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
213,4,0.005238903095393377,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
214,4,0.008822501059170762,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
215,4,0.006759189016207867,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
216,4,0.004693217411347539,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
217,4,0.0026984119910210547,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
218,4,0.006013793186078864,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
219,4,0.003969014856232689,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
220,4,0.001990414838420662,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
221,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
222,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
223,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
224,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
225,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
226,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
227,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
228,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
229,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
230,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
231,4,0,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
232,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
233,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
234,4,0.000950207907600753,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
235,4,0,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
236,4,0.002249172688453427,0,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
237,4,0.005321422499870665,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
238,4,0.0034288506830500998,1,0,Schematic,ideal,2019_Mar_17_1117,Face-Threshold,3.0.4,60.31614538616575,
