.thisTrialN,.stepSize,.intensity,.response,key_resp_2.rt,Face,participant,date,expName,psychopyVersion,frameRate,
21,4,0.011895027279733295,1,1.4212436000016169,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
22,4,0,0,1.1046833229993354,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
23,4,0.0248467859248242,0,1.2876637499994104,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
24,4,0.053148008594739005,1,1.0562350429991056,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
25,4,0.03688992973514199,1,0.9884600610002963,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
26,4,0.021578754969297564,0,1.2544529750011861,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
27,4,0.04692100724774223,1,1.1547865759985143,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
28,4,0.03209182084418971,1,1.0719793420012138,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
29,4,0.01872170157123848,0,1.1547588260000339,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
30,4,0.04169541143876693,1,1.1884488240011706,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
31,4,0.028540823277524774,1,1.1723052750003262,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
32,4,0.016356133314579135,1,1.1723052750003262,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
33,4,0.005030589532793284,1,1.5901993499992386,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
34,4,0,0,2.370956621000005,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
35,4,0.012582668094351379,0,1.504731573000754,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
36,4,0.030872211093276647,1,1.5388518039999326,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
37,4,0.019856636533199856,1,1.0221620489992347,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
38,4,0.009696328519509856,1,1.3033727830006683,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
39,4,0.00029636738215266245,1,1.7720417689997703,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
40,4,0,0,1.4237415209991013,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
41,4,0.007268915128980313,1,1.3550172349987406,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
42,4,0,0,1.2552419690000534,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
43,4,0.013276402869112303,1,1.1056386820000625,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
44,4,0.004644235871788638,1,1.0368954289988324,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
45,4,0,1,1.605262799999764,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
46,4,0,0,1.2210765820000233,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
47,4,0.0028139965292571234,1,1.2899051669992332,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
48,4,0,1,1.2899051669992332,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
49,4,0,1,1.403497621000497,Schematic,joe,2019_Mar_17_1747,Face-Threshold,3.0.4,60.20939345907433,
